,tenure,TotalCharges,OnlineSecurity,OnlineBackup,TechSupport,Contract,Churn
4188,28,2890.65,No,No,Yes,Month-to-month,Yes
666,2,145.15,No,No,No,Month-to-month,Yes
6096,1,70.2,No,No,No,Month-to-month,No
1887,16,1194.3,No,No,No,Month-to-month,Yes
3266,72,1460.85,No internet service,No internet service,No internet service,Two year,No
280,6,322.9,Yes,Yes,No,Month-to-month,No
1719,3,318.6,No,Yes,Yes,Month-to-month,No
2947,49,4494.65,No,Yes,No,Month-to-month,No
4455,1,50.45,No,No,No,Month-to-month,Yes
899,50,4914.9,Yes,Yes,No,Month-to-month,No
6031,12,355.9,No,No,Yes,Month-to-month,No
6822,32,2483.05,No,No,No,Month-to-month,Yes
6090,68,7074.4,Yes,Yes,No,Two year,No
760,1,20.8,No internet service,No internet service,No internet service,Month-to-month,No
1906,40,1382.9,No,Yes,Yes,One year,No
4042,5,262.3,No,Yes,No,Month-to-month,No
3823,72,5763.15,Yes,Yes,Yes,Two year,No
4138,1,85.45,No,No,No,Month-to-month,Yes
3818,58,6393.65,Yes,Yes,Yes,Two year,No
4300,24,605.25,No internet service,No internet service,No internet service,One year,No
5569,3,267.4,No,No,Yes,Month-to-month,Yes
2593,62,1296.15,No internet service,No internet service,No internet service,Two year,No
4164,72,7922.75,No,Yes,Yes,Two year,No
3031,50,3444.85,No,No,No,Month-to-month,Yes
5971,66,1374.2,No internet service,No internet service,No internet service,Two year,No
3579,40,3292.3,No,No,No,Month-to-month,No
2832,40,2921.75,No,Yes,Yes,One year,No
5449,67,6895.5,No,Yes,Yes,Two year,No
3472,56,5841.35,No,Yes,No,Month-to-month,No
137,64,1277.75,No internet service,No internet service,No internet service,Two year,No
4892,20,1745.2,No,No,No,Month-to-month,No
2180,71,6707.15,No,Yes,Yes,Two year,No
2128,41,3023.55,Yes,Yes,No,Month-to-month,No
3177,72,3527.0,Yes,No,Yes,Two year,No
4854,18,812.4,No,Yes,No,One year,No
4637,71,5012.1,Yes,Yes,Yes,One year,No
5115,46,3047.15,Yes,Yes,Yes,Two year,No
6136,46,890.35,No internet service,No internet service,No internet service,Two year,No
4261,57,3134.7,No,Yes,Yes,One year,No
4344,68,5330.2,No,Yes,No,Two year,No
1331,1,25.15,No,No,No,Month-to-month,No
2017,38,743.5,No internet service,No internet service,No internet service,Two year,No
4542,32,2570.0,No,No,No,Month-to-month,No
2482,2,89.75,No,No,No,Month-to-month,No
1358,10,735.5,No,No,No,Month-to-month,No
1329,72,1496.45,No internet service,No internet service,No internet service,Two year,No
6935,65,7245.9,No,Yes,Yes,Two year,No
2150,21,1737.45,No,No,No,Month-to-month,No
4530,67,1335.2,No internet service,No internet service,No internet service,Two year,No
2122,12,854.45,No,No,Yes,One year,No
4673,25,2660.2,Yes,Yes,No,Month-to-month,Yes
3981,8,695.75,No,No,No,Month-to-month,No
1252,1,19.45,No internet service,No internet service,No internet service,Month-to-month,No
3278,65,5071.9,No,Yes,Yes,Two year,No
3374,2,104.2,Yes,Yes,No,Month-to-month,Yes
2814,62,3008.55,Yes,Yes,Yes,Two year,No
4719,36,3067.2,No,No,No,Month-to-month,Yes
1848,38,755.5,No internet service,No internet service,No internet service,One year,No
4858,57,3509.4,Yes,Yes,Yes,One year,No
3037,32,707.5,No internet service,No internet service,No internet service,One year,No
388,44,4063.0,No,No,No,Month-to-month,No
235,2,114.1,No,Yes,No,Month-to-month,Yes
1077,41,4527.45,Yes,Yes,Yes,Month-to-month,Yes
1984,14,1259.0,No,Yes,No,Month-to-month,Yes
4363,56,4902.8,No,No,No,Month-to-month,No
3962,7,646.85,No,No,No,Month-to-month,Yes
770,11,237.3,No internet service,No internet service,No internet service,Month-to-month,No
2165,13,273.25,No internet service,No internet service,No internet service,One year,No
4533,71,7555.0,No,Yes,No,Two year,No
673,22,493.4,No internet service,No internet service,No internet service,Month-to-month,No
249,42,4298.45,Yes,Yes,No,One year,No
1574,15,270.6,No internet service,No internet service,No internet service,One year,No
3419,69,6480.9,No,Yes,Yes,Two year,No
2081,23,1702.9,No,No,No,Month-to-month,No
1823,19,1424.5,No,Yes,No,Month-to-month,Yes
6511,63,3221.25,Yes,No,No,Two year,No
6729,68,4953.25,No,No,Yes,Two year,No
4544,1,80.55,No,No,No,Month-to-month,Yes
5565,18,669.85,No,No,No,Month-to-month,Yes
716,71,4145.9,No,Yes,Yes,Two year,No
6276,15,335.95,No internet service,No internet service,No internet service,One year,No
6568,8,130.25,No internet service,No internet service,No internet service,Two year,No
2048,21,2030.3,No,No,No,Month-to-month,Yes
5997,6,552.65,No,Yes,No,Month-to-month,No
5264,69,2134.3,No,No,No,One year,No
4178,68,3948.45,Yes,Yes,Yes,Two year,No
4809,1,20.3,No internet service,No internet service,No internet service,Month-to-month,No
2724,62,1244.8,No internet service,No internet service,No internet service,One year,No
6391,38,2862.55,No,Yes,No,One year,No
1460,5,424.15,No,Yes,No,Month-to-month,Yes
5989,3,279.55,No,No,No,Month-to-month,Yes
1668,45,5125.5,Yes,Yes,Yes,Month-to-month,No
2756,1,20.95,No internet service,No internet service,No internet service,Month-to-month,Yes
2000,9,637.4,No,No,No,Month-to-month,No
4571,20,1540.35,No,No,No,Month-to-month,No
4613,54,4370.25,No,Yes,No,Month-to-month,Yes
404,20,419.4,No internet service,No internet service,No internet service,Two year,No
384,48,5067.45,No,Yes,No,Two year,No
6319,54,1364.75,No,No,No,Month-to-month,No
2152,1,50.1,No,No,No,Month-to-month,No
1633,1,43.8,No,No,No,Month-to-month,No
6449,1,19.55,No internet service,No internet service,No internet service,Month-to-month,No
5580,48,1004.5,No internet service,No internet service,No internet service,One year,No
4784,1,19.55,No internet service,No internet service,No internet service,Month-to-month,No
3925,37,2658.4,No,Yes,Yes,One year,No
5336,1,19.1,No internet service,No internet service,No internet service,Month-to-month,No
4158,39,987.95,No internet service,No internet service,No internet service,Two year,No
4948,4,227.35,No,No,No,Month-to-month,No
5898,33,800.3,No internet service,No internet service,No internet service,One year,No
5358,18,331.35,No internet service,No internet service,No internet service,Month-to-month,No
223,4,179.35,No,No,Yes,Month-to-month,Yes
2193,56,1238.65,No internet service,No internet service,No internet service,One year,No
3136,17,1144.5,No,No,No,Month-to-month,Yes
4469,50,4549.45,Yes,Yes,Yes,One year,No
1824,72,1401.15,No internet service,No internet service,No internet service,Two year,No
6467,10,786.3,No,No,No,Month-to-month,No
5124,25,486.05,No internet service,No internet service,No internet service,Two year,No
4972,71,1873.7,No internet service,No internet service,No internet service,Two year,No
797,20,507.4,No internet service,No internet service,No internet service,Month-to-month,No
2871,14,1235.55,No,No,No,Month-to-month,Yes
9,62,3487.95,Yes,Yes,No,One year,No
1944,8,215.2,No,No,No,Month-to-month,Yes
1838,54,4931.8,No,Yes,No,Month-to-month,No
4804,61,7365.7,Yes,Yes,Yes,One year,No
255,67,4103.9,No,Yes,Yes,Two year,No
5713,49,4060.9,Yes,Yes,Yes,Two year,No
4485,66,6075.9,Yes,Yes,Yes,Two year,No
6342,47,5135.15,No,Yes,No,Month-to-month,No
1581,21,780.15,No,Yes,Yes,Month-to-month,No
2956,51,5038.15,No,Yes,No,Month-to-month,No
924,22,1820.9,Yes,Yes,No,Month-to-month,No
6233,3,57.5,No internet service,No internet service,No internet service,Month-to-month,No
2508,64,7069.25,No,Yes,Yes,Two year,No
6132,67,3579.15,No,No,Yes,Month-to-month,No
5024,72,1797.1,No internet service,No internet service,No internet service,Two year,No
5320,37,2302.35,Yes,Yes,Yes,Two year,No
6042,37,727.8,No internet service,No internet service,No internet service,One year,No
3775,41,4187.75,No,No,No,Month-to-month,Yes
4835,65,6812.95,Yes,No,No,Month-to-month,No
4136,47,942.95,No internet service,No internet service,No internet service,One year,No
4964,26,1834.95,No,No,No,Month-to-month,Yes
2779,9,758.6,No,No,No,Month-to-month,Yes
539,60,4946.7,No,Yes,Yes,Two year,No
2745,1,86.05,No,No,No,Month-to-month,Yes
6326,62,2748.7,No,Yes,No,Two year,No
6428,6,418.4,No,No,No,Month-to-month,Yes
5467,53,5311.85,Yes,Yes,No,One year,No
1145,32,2324.7,Yes,No,No,Month-to-month,No
5127,67,7804.15,Yes,Yes,Yes,One year,Yes
4468,15,399.6,No internet service,No internet service,No internet service,Month-to-month,Yes
667,49,1453.1,No,No,No,Month-to-month,No
3019,22,1206.05,No,Yes,Yes,Month-to-month,Yes
357,64,6823.4,No,Yes,Yes,Two year,No
5063,21,1852.85,No,Yes,No,Month-to-month,Yes
2831,12,1060.2,No,Yes,No,Month-to-month,Yes
2783,43,4107.3,Yes,Yes,No,Month-to-month,No
1353,66,1359.5,No internet service,No internet service,No internet service,One year,No
5131,44,4364.1,No,No,No,Month-to-month,Yes
470,17,330.6,No internet service,No internet service,No internet service,One year,No
2703,1,50.1,No,No,No,Month-to-month,Yes
3330,51,4913.3,No,No,No,Month-to-month,Yes
3637,9,178.5,No internet service,No internet service,No internet service,Month-to-month,Yes
1396,64,6254.2,No,No,No,One year,Yes
3584,8,658.1,Yes,No,No,Month-to-month,No
6336,57,4018.35,No,No,No,Month-to-month,No
5262,59,4070.95,Yes,No,Yes,One year,No
5645,64,4392.5,Yes,No,No,One year,No
3376,1,19.4,No internet service,No internet service,No internet service,Month-to-month,No
1256,72,6110.75,Yes,No,Yes,Two year,No
6190,1,80.5,No,No,No,Month-to-month,Yes
3512,51,1260.7,No internet service,No internet service,No internet service,One year,No
5651,42,3588.4,No,No,Yes,Month-to-month,Yes
5778,1,20.3,No internet service,No internet service,No internet service,Month-to-month,No
1250,56,5744.35,No,No,Yes,Two year,No
5795,39,4040.65,Yes,Yes,No,Month-to-month,No
5348,25,970.55,Yes,No,No,One year,No
6763,71,5139.65,No,Yes,Yes,One year,No
4298,10,492.1,No,No,No,Month-to-month,No
3284,40,3369.05,No,No,No,Month-to-month,No
2933,68,1664.3,No internet service,No internet service,No internet service,Two year,No
4175,61,1226.45,No internet service,No internet service,No internet service,One year,No
5268,69,6194.1,Yes,No,Yes,Two year,No
4910,30,2530.4,Yes,Yes,Yes,One year,Yes
1852,1,46.2,No,No,No,Month-to-month,Yes
6583,22,412.55,No internet service,No internet service,No internet service,One year,No
6851,38,3616.25,No,No,Yes,Two year,No
2105,3,242.0,No,No,No,Month-to-month,Yes
133,1,35.45,No,No,No,Month-to-month,Yes
5236,41,3729.75,No,Yes,Yes,One year,No
5029,7,355.1,Yes,No,No,Month-to-month,No
928,68,7039.45,No,Yes,Yes,Two year,No
823,5,318.1,No,No,Yes,Month-to-month,No
6395,41,4213.35,No,No,Yes,One year,Yes
1531,35,882.55,No internet service,No internet service,No internet service,Month-to-month,No
1214,19,1532.45,No,No,No,Month-to-month,Yes
504,69,5502.55,Yes,Yes,Yes,Two year,No
4285,45,3371.0,Yes,Yes,Yes,Two year,No
1996,67,4627.65,Yes,No,Yes,Two year,No
3072,61,4820.55,Yes,Yes,Yes,One year,No
1958,24,2048.8,No,Yes,No,Month-to-month,No
1384,22,1554.0,No,No,No,Month-to-month,Yes
894,63,4965.1,No,No,Yes,One year,No
4924,1,35.75,No,No,No,Month-to-month,Yes
455,24,2494.65,No,Yes,No,Month-to-month,No
5779,39,3692.85,Yes,No,Yes,One year,Yes
6519,63,5764.7,No,Yes,No,One year,No
3709,1,50.75,No,No,No,Month-to-month,No
6494,26,786.5,No,No,No,Month-to-month,No
4849,41,2075.1,No,No,No,One year,No
4748,22,467.15,No internet service,No internet service,No internet service,One year,No
4268,35,3165.6,No,Yes,Yes,One year,No
3522,37,677.05,No internet service,No internet service,No internet service,One year,No
4134,55,5676.65,No,Yes,No,Month-to-month,No
3602,38,2522.4,Yes,Yes,No,Month-to-month,No
6881,32,1051.05,Yes,Yes,No,Month-to-month,No
713,14,1164.05,Yes,No,Yes,Month-to-month,No
4186,62,6590.5,No,No,Yes,Two year,No
2214,14,1180.95,No,Yes,No,Month-to-month,Yes
5301,29,2698.35,No,No,No,Month-to-month,Yes
2923,54,4667.0,Yes,No,No,Month-to-month,No
1810,71,6770.85,Yes,Yes,Yes,One year,No
3486,47,4535.85,Yes,Yes,No,One year,No
3141,2,180.25,No,Yes,Yes,Month-to-month,Yes
1827,45,2333.85,Yes,No,No,Month-to-month,No
1155,70,5264.25,No,Yes,Yes,Two year,No
1324,4,76.35,No internet service,No internet service,No internet service,Month-to-month,Yes
4312,33,2603.1,No,Yes,Yes,Two year,No
510,20,1818.3,Yes,No,Yes,One year,No
1680,56,1431.65,No internet service,No internet service,No internet service,One year,No
499,12,1238.45,Yes,Yes,No,Month-to-month,Yes
6381,1,19.55,No internet service,No internet service,No internet service,Month-to-month,No
1856,38,2250.65,Yes,Yes,No,Month-to-month,Yes
1388,12,740.55,No,No,No,Month-to-month,No
5615,1,20.2,No internet service,No internet service,No internet service,Month-to-month,Yes
3719,28,534.7,No internet service,No internet service,No internet service,One year,No
2386,43,2169.4,No,Yes,No,Month-to-month,No
5541,61,6428.4,No,No,Yes,Two year,Yes
3236,16,875.35,No,Yes,No,Month-to-month,No
6172,10,659.65,No,No,No,Month-to-month,Yes
1540,63,4896.35,No,Yes,No,Month-to-month,No
1217,62,1446.8,No internet service,No internet service,No internet service,One year,No
2681,46,1842.7,Yes,No,Yes,Two year,No
2993,1,20.4,No internet service,No internet service,No internet service,One year,No
5512,9,501.2,No,Yes,No,Month-to-month,No
6313,2,197.7,No,No,No,Month-to-month,Yes
1191,35,2490.15,Yes,Yes,Yes,Two year,No
5772,69,5601.4,No,Yes,Yes,Two year,No
5293,33,2603.3,Yes,No,No,One year,No
1542,46,937.1,No internet service,No internet service,No internet service,Two year,No
3301,1,69.6,No,No,No,Month-to-month,Yes
3324,1,75.55,No,No,No,Month-to-month,No
2539,65,1654.85,No internet service,No internet service,No internet service,Two year,No
953,15,955.15,Yes,No,Yes,Month-to-month,No
4846,7,488.65,No,No,No,Month-to-month,No
4330,19,1490.95,No,Yes,No,Month-to-month,Yes
732,25,1901.05,No,Yes,No,Month-to-month,No
7033,38,2625.25,No,No,No,Month-to-month,No
1156,53,1005.7,No internet service,No internet service,No internet service,Two year,No
6518,1,45.3,No,No,No,Month-to-month,Yes
3294,1,69.1,No,No,No,Month-to-month,Yes
2982,52,1071.6,No internet service,No internet service,No internet service,One year,No
5305,43,3460.3,Yes,No,Yes,Two year,No
5161,23,1312.45,No,Yes,Yes,Month-to-month,No
2156,2,184.1,No,No,No,Month-to-month,Yes
1062,34,1815.3,No,No,Yes,Month-to-month,No
2616,6,260.8,No,No,No,Month-to-month,Yes
1167,26,1295.4,No,No,No,One year,No
3222,2,111.05,No,No,No,Month-to-month,No
3636,11,216.2,No internet service,No internet service,No internet service,Month-to-month,No
5588,1,49.65,No,No,No,Month-to-month,Yes
2938,53,5043.2,No,Yes,Yes,One year,No
4491,1,19.75,No internet service,No internet service,No internet service,Month-to-month,No
3140,14,1117.55,No,No,No,Month-to-month,No
4980,22,548.8,No internet service,No internet service,No internet service,One year,No
143,64,5289.05,Yes,Yes,No,One year,No
6976,62,4284.2,Yes,Yes,No,Two year,No
3577,36,2498.4,No,Yes,Yes,One year,Yes
4946,4,340.85,No,No,No,Month-to-month,Yes
2782,38,3297.0,Yes,No,Yes,Two year,No
717,32,2664.3,No,No,No,Month-to-month,No
1819,61,3244.4,No,Yes,Yes,Two year,No
2502,70,1856.4,No internet service,No internet service,No internet service,One year,No
4360,31,2807.65,Yes,No,No,Month-to-month,No
4171,9,185.6,No internet service,No internet service,No internet service,Month-to-month,Yes
395,66,5965.95,Yes,Yes,Yes,Two year,No
5731,10,199.45,No internet service,No internet service,No internet service,Month-to-month,No
6320,30,1985.15,No,No,Yes,One year,No
6804,5,434.5,Yes,No,No,Month-to-month,No
4492,54,1230.9,No internet service,No internet service,No internet service,Two year,No
1365,59,2452.7,No,Yes,No,Month-to-month,Yes
6414,40,1006.9,No internet service,No internet service,No internet service,Two year,No
5999,35,4025.5,Yes,No,Yes,Two year,No
595,12,713.75,Yes,No,Yes,Month-to-month,Yes
6205,42,3959.35,No,Yes,No,Month-to-month,Yes
3952,72,7806.6,No,Yes,Yes,Two year,No
5392,63,2395.05,No,Yes,Yes,Two year,No
5917,4,59.25,No internet service,No internet service,No internet service,Month-to-month,No
4968,68,3656.25,No,Yes,No,Two year,No
2914,32,2010.95,No,No,No,One year,No
6936,5,385.0,No,Yes,No,Month-to-month,Yes
2326,72,7789.6,No,Yes,Yes,One year,No
5644,1,76.2,No,No,No,Month-to-month,Yes
3766,1,55.8,Yes,No,No,Month-to-month,Yes
3440,71,6239.05,Yes,Yes,Yes,Two year,No
3851,46,864.2,No internet service,No internet service,No internet service,Two year,No
4132,13,300.8,No,No,No,Month-to-month,Yes
6454,41,3190.65,Yes,No,No,Month-to-month,No
2143,30,2181.75,No,No,No,Two year,No
6491,1,69.2,No,No,No,Month-to-month,Yes
5073,22,1031.4,No,No,No,One year,No
1571,1,20.05,No internet service,No internet service,No internet service,Month-to-month,No
4079,10,765.15,Yes,No,No,Month-to-month,No
1122,19,893.55,No,No,No,One year,Yes
2786,27,1567.55,Yes,Yes,No,One year,No
6335,14,921.4,No,No,Yes,Month-to-month,No
2967,59,6561.25,Yes,Yes,Yes,Two year,No
2504,2,189.2,Yes,No,No,Month-to-month,Yes
5988,12,262.05,No internet service,No internet service,No internet service,Two year,No
3465,4,199.75,No,No,No,Month-to-month,No
675,65,7246.15,Yes,No,Yes,Two year,No
2808,2,184.15,Yes,No,No,Month-to-month,No
3348,71,7521.95,No,Yes,No,One year,No
728,30,2758.15,Yes,Yes,No,Month-to-month,Yes
412,29,2149.05,No,No,No,Month-to-month,No
3146,5,465.05,No,Yes,Yes,Month-to-month,Yes
1516,17,1579.7,No,No,No,Month-to-month,No
5745,61,1445.2,No internet service,No internet service,No internet service,Two year,No
825,16,1430.25,No,Yes,No,Month-to-month,Yes
3267,47,951.55,No internet service,No internet service,No internet service,One year,No
3974,37,2911.8,Yes,No,No,One year,No
616,8,186.3,No,No,No,Month-to-month,No
114,64,3423.5,No,Yes,Yes,Two year,No
417,40,1024.7,No internet service,No internet service,No internet service,Two year,No
3069,10,187.35,No internet service,No internet service,No internet service,Month-to-month,No
1625,9,655.9,No,No,No,Month-to-month,Yes
6973,53,4871.45,No,Yes,Yes,One year,No
4185,1,20.7,No internet service,No internet service,No internet service,Month-to-month,No
2896,13,253.8,No internet service,No internet service,No internet service,One year,No
6571,34,1885.15,Yes,Yes,No,One year,No
2082,21,467.15,No internet service,No internet service,No internet service,Month-to-month,No
753,0,,No internet service,No internet service,No internet service,Two year,No
2546,25,1992.95,Yes,No,Yes,Month-to-month,No
3969,1,69.95,No,No,No,Month-to-month,No
3373,2,158.4,No,No,No,Month-to-month,Yes
5726,47,1041.8,No internet service,No internet service,No internet service,Two year,No
4107,72,6921.7,Yes,Yes,No,Two year,No
2444,31,3186.65,No,Yes,No,Month-to-month,Yes
4380,0,,No internet service,No internet service,No internet service,Two year,No
1066,47,973.1,No internet service,No internet service,No internet service,Two year,No
3913,72,1874.3,No internet service,No internet service,No internet service,Two year,No
5287,1,20.55,No internet service,No internet service,No internet service,Month-to-month,No
5536,9,296.1,No,No,No,Month-to-month,Yes
5387,4,118.4,No,No,Yes,Month-to-month,No
5732,19,1637.3,Yes,No,No,Month-to-month,No
3498,43,3198.6,Yes,No,No,Month-to-month,Yes
2738,43,3254.35,Yes,No,No,Two year,No
5052,18,747.2,No,No,No,Month-to-month,No
4000,39,4036.0,No,No,No,Month-to-month,No
1568,11,1183.05,No,Yes,Yes,Month-to-month,No
2427,1,35.9,No,No,No,Month-to-month,Yes
3746,1,68.95,No,No,No,Month-to-month,Yes
6522,43,1505.35,Yes,No,Yes,Month-to-month,No
1687,12,314.95,No internet service,No internet service,No internet service,One year,No
851,52,4461.85,Yes,Yes,Yes,Two year,No
3546,71,6126.1,Yes,No,Yes,Two year,No
6303,71,7707.7,No,Yes,Yes,Two year,No
895,30,2679.7,Yes,Yes,No,Month-to-month,No
4592,39,914.6,No internet service,No internet service,No internet service,One year,No
6401,3,154.65,Yes,No,Yes,Month-to-month,Yes
5878,3,52.05,No internet service,No internet service,No internet service,One year,No
335,68,5293.95,No,Yes,Yes,One year,Yes
2839,41,772.4,No internet service,No internet service,No internet service,Two year,No
3087,8,762.1,No,No,No,Month-to-month,Yes
4611,72,1776.45,No internet service,No internet service,No internet service,Two year,No
1348,10,857.2,No,No,No,Month-to-month,Yes
1015,12,696.35,No,No,No,One year,Yes
2816,72,8165.1,Yes,Yes,No,Two year,No
1631,17,1463.45,Yes,No,No,Month-to-month,Yes
2489,68,5333.35,Yes,Yes,Yes,One year,No
3730,57,5921.35,No,Yes,No,Month-to-month,Yes
3251,37,4056.75,Yes,Yes,No,Month-to-month,Yes
6516,1,48.95,No,No,No,Month-to-month,Yes
5877,53,5785.5,Yes,No,No,One year,Yes
5881,34,2727.3,Yes,No,Yes,One year,No
2070,49,2934.3,Yes,Yes,No,Month-to-month,Yes
4452,70,5950.2,Yes,Yes,Yes,Two year,No
6956,67,4250.1,Yes,Yes,Yes,Two year,No
5408,51,1288.0,No internet service,No internet service,No internet service,Two year,No
1635,3,220.45,No,No,No,One year,No
4646,1,70.7,No,No,No,Month-to-month,No
2479,56,4261.2,Yes,Yes,Yes,Two year,No
2265,12,1384.75,No,Yes,Yes,Month-to-month,Yes
2959,27,2793.55,Yes,Yes,Yes,Month-to-month,No
5323,58,6225.4,No,Yes,No,One year,No
6650,6,123.65,No internet service,No internet service,No internet service,Month-to-month,No
3059,64,1559.15,No internet service,No internet service,No internet service,Two year,No
5053,16,1267.95,No,Yes,No,Month-to-month,No
5869,44,4295.35,No,Yes,No,One year,No
2141,16,341.35,No internet service,No internet service,No internet service,Month-to-month,No
5104,18,370.5,No internet service,No internet service,No internet service,Two year,No
3118,44,835.5,No internet service,No internet service,No internet service,One year,No
5188,30,2917.65,No,No,Yes,Month-to-month,No
6642,25,1902.0,Yes,Yes,Yes,Month-to-month,No
4045,14,914.0,No,No,No,Month-to-month,Yes
3356,4,239.55,No,No,No,Month-to-month,Yes
2744,42,4135.0,No,No,Yes,Two year,No
5092,7,150.75,No internet service,No internet service,No internet service,Month-to-month,No
3506,19,1651.95,Yes,No,No,Month-to-month,No
1679,7,344.2,No,No,No,Month-to-month,No
4249,10,660.05,No,Yes,No,One year,No
3147,15,1669.4,Yes,No,No,Month-to-month,No
2294,12,1253.9,No,Yes,No,Month-to-month,Yes
580,12,233.55,No internet service,No internet service,No internet service,Month-to-month,Yes
1470,8,156.85,No internet service,No internet service,No internet service,Month-to-month,No
4799,10,196.75,No internet service,No internet service,No internet service,Month-to-month,No
4070,55,4052.4,No,No,No,Month-to-month,No
5308,69,5555.3,Yes,No,Yes,Two year,No
3343,16,318.6,No internet service,No internet service,No internet service,One year,No
4992,51,1529.45,No,Yes,No,Month-to-month,No
4583,71,6310.9,Yes,Yes,Yes,Two year,No
3672,54,3715.65,No,No,No,One year,Yes
559,1,49.3,No,No,Yes,Month-to-month,No
5237,26,1406.9,No,Yes,No,Month-to-month,No
5215,8,156.25,No internet service,No internet service,No internet service,Month-to-month,Yes
2849,12,246.7,No internet service,No internet service,No internet service,Month-to-month,No
512,5,334.8,No,No,No,Month-to-month,Yes
4729,69,3772.5,No,Yes,No,Two year,No
1081,46,4564.9,No,No,No,Month-to-month,No
1664,46,4399.5,No,No,No,Month-to-month,Yes
1012,9,827.45,No,No,Yes,Month-to-month,No
1931,53,5809.75,No,Yes,Yes,One year,No
1150,41,1677.85,No,Yes,No,Month-to-month,No
2838,41,810.3,No internet service,No internet service,No internet service,Two year,No
5949,68,3085.35,No,Yes,Yes,Month-to-month,No
116,36,1126.35,Yes,No,No,Two year,No
740,47,2879.9,Yes,No,Yes,Two year,No
6760,4,184.4,Yes,No,No,Month-to-month,Yes
6070,61,4976.15,No,No,Yes,Two year,No
5177,36,3021.6,No,No,No,Month-to-month,Yes
3675,1,20.5,No internet service,No internet service,No internet service,Month-to-month,No
5906,14,1101.85,No,Yes,No,Month-to-month,Yes
830,50,5610.7,Yes,Yes,Yes,One year,Yes
119,27,2151.6,No,Yes,Yes,Month-to-month,No
4752,23,481.1,No internet service,No internet service,No internet service,One year,No
6718,3,209.1,No,No,No,Month-to-month,Yes
6664,36,3886.45,No,Yes,No,One year,No
6961,24,1747.85,No,No,No,Month-to-month,Yes
635,65,6985.65,No,Yes,No,Month-to-month,Yes
4465,31,1523.4,No,No,No,One year,No
4364,63,4995.35,Yes,Yes,Yes,Two year,No
4142,67,3870.0,Yes,Yes,Yes,One year,No
991,58,1423.85,No internet service,No internet service,No internet service,Two year,No
876,15,1582.75,Yes,No,Yes,Month-to-month,Yes
4869,16,1248.9,No,Yes,No,Month-to-month,No
5315,1,45.6,No,No,No,Month-to-month,Yes
5222,8,573.15,Yes,Yes,No,Month-to-month,No
4,2,151.65,No,No,No,Month-to-month,Yes
3051,71,6342.7,Yes,Yes,Yes,Two year,No
5691,4,68.2,No internet service,No internet service,No internet service,One year,No
3124,68,5776.45,Yes,Yes,Yes,Two year,No
6407,15,931.9,No,No,No,One year,No
2660,13,670.65,Yes,No,No,Month-to-month,No
2491,42,869.9,No internet service,No internet service,No internet service,Month-to-month,No
5173,4,169.65,No,No,No,Month-to-month,No
3854,50,5405.8,Yes,Yes,Yes,Month-to-month,No
4933,4,223.75,Yes,Yes,No,Month-to-month,No
4777,2,106.2,No,Yes,No,Month-to-month,No
1715,46,967.85,No internet service,No internet service,No internet service,Two year,No
6448,58,6219.6,No,No,Yes,One year,Yes
6457,17,792.15,Yes,No,No,One year,No
6293,21,397.0,No internet service,No internet service,No internet service,Two year,No
1148,2,196.9,No,No,No,Month-to-month,Yes
3261,68,5607.75,Yes,Yes,Yes,Two year,No
574,28,3204.4,No,Yes,Yes,Month-to-month,No
3769,40,1077.5,No internet service,No internet service,No internet service,Month-to-month,No
3736,8,140.95,No internet service,No internet service,No internet service,One year,No
4146,35,2576.2,No,No,No,Month-to-month,Yes
853,5,352.65,Yes,No,Yes,Month-to-month,No
1982,14,268.4,No internet service,No internet service,No internet service,Month-to-month,No
2774,6,288.35,No,No,Yes,Month-to-month,No
5919,67,4361.55,Yes,No,No,Two year,No
4929,63,5329.55,Yes,Yes,Yes,One year,No
5211,8,764.95,No,No,No,Month-to-month,Yes
1166,5,283.95,Yes,No,No,Month-to-month,No
6002,6,460.25,No,No,No,Month-to-month,Yes
971,49,4733.1,Yes,Yes,No,Month-to-month,No
2701,61,1143.8,No internet service,No internet service,No internet service,One year,No
4495,1,70.1,No,No,No,Month-to-month,Yes
3847,10,198.6,No internet service,No internet service,No internet service,Month-to-month,No
2368,72,8529.5,Yes,Yes,Yes,Two year,No
4115,53,4155.95,Yes,No,Yes,One year,No
4780,9,657.5,No,No,No,Month-to-month,No
4131,1,20.25,No internet service,No internet service,No internet service,Month-to-month,Yes
2950,4,55.7,No internet service,No internet service,No internet service,Month-to-month,No
5625,22,469.85,No internet service,No internet service,No internet service,Month-to-month,No
524,34,3480.0,No,No,No,Month-to-month,Yes
2455,5,461.7,No,Yes,Yes,Month-to-month,Yes
5016,5,108.05,No internet service,No internet service,No internet service,Month-to-month,Yes
1841,56,1261.7,No internet service,No internet service,No internet service,One year,No
5986,11,827.7,No,No,No,Month-to-month,No
537,33,1955.4,Yes,Yes,No,One year,No
2806,58,4890.5,Yes,Yes,No,Two year,No
5801,34,2425.4,No,No,No,Month-to-month,No
5596,65,1698.55,No internet service,No internet service,No internet service,Two year,No
4341,2,92.65,No,No,No,Month-to-month,Yes
3175,17,1329.2,No,No,No,Month-to-month,Yes
784,63,2588.95,Yes,Yes,Yes,One year,No
4057,72,1859.2,No internet service,No internet service,No internet service,Two year,No
1409,43,4039.0,No,No,No,Month-to-month,No
